product_id,category_id,sku,product_name,brand,unit_price,cost_price,rating
108,15,SKU-15-00108,Sony Animi Quidem,Sony,25386.23,18617.02,3.1
109,8,SKU-08-00109,Tata Et Corrupti,Tata,10507.25,7005.05,3.7
110,8,SKU-08-00110,Nike Iusto Veniam,Nike,16259.77,11052.83,3.1
111,11,SKU-11-00111,Adidas Perspiciatis Alias,Adidas,26496.74,22336.37,2.9
112,13,SKU-13-00112,Reliance Dolorem Dignissimos,Reliance,4866.53,3904.85,3.5
113,11,SKU-11-00113,Boat Sunt Cupiditate,Boat,13784.62,11701.52,4.6
114,13,SKU-13-00114,OnePlus Optio Molestias,OnePlus,27413.41,23656.94,4.7
115,19,SKU-19-00115,Puma Animi Aut,Puma,18854.28,11976.8,3.2
116,13,SKU-13-00116,Puma Rerum Ipsum,Puma,19990.4,13501.69,4.5
117,29,SKU-29-00117,LG Id Aut,LG,15600.85,12256.91,3.7
118,13,SKU-13-00118,Adidas Praesentium Illum,Adidas,25285.97,16754.95,4.3
119,27,SKU-27-00119,Philips Maxime Ducimus,Philips,36595.05,22996.59,3.8
120,30,SKU-30-00120,Puma Error Id,Puma,21490.8,14838.13,2.7
121,14,SKU-14-00121,Sony Sapiente Nam,Sony,26710.61,21684.6,3.2
122,11,SKU-11-00122,LG Expedita Aliquam,LG,14870.03,11422.01,4.7
123,9,SKU-09-00123,Puma Quae Fuga,Puma,7574.0,6381.56,2.5
124,18,SKU-18-00124,Samsung Magni Porro,Samsung,32684.05,24997.7,4.1
125,25,SKU-25-00125,Tata Inventore Porro,Tata,1283.19,1102.43,3.1
126,27,SKU-27-00126,Samsung Maxime Quia,Samsung,19578.45,15571.26,3.7
127,4,SKU-04-00127,OnePlus Officiis Facilis,OnePlus,32213.43,23699.15,3.1
128,12,SKU-12-00128,Sony Cum Aliquam,Sony,24050.93,15186.73,4.3
129,25,SKU-25-00129,Sony In Nemo,Sony,28913.16,24121.55,2.6
130,10,SKU-10-00130,OnePlus Atque Facilis,OnePlus,26826.18,16965.95,3.5
131,23,SKU-23-00131,LG Fuga Veritatis,LG,2910.32,1992.31,4.1
132,4,SKU-04-00132,Reliance At Occaecati,Reliance,29633.09,19334.77,4.0
133,4,SKU-04-00133,OnePlus Alias Unde,OnePlus,25586.17,19587.62,3.6
134,12,SKU-12-00134,Apple Ipsa Eum,Apple,16553.08,12698.42,4.6
135,27,SKU-27-00135,Philips Debitis Distinctio,Philips,4316.54,2727.92,4.1
136,27,SKU-27-00136,Philips Mollitia Distinctio,Philips,23839.79,17711.99,4.3
137,21,SKU-21-00137,Nike Odio Quos,Nike,24139.59,15436.22,4.4
138,15,SKU-15-00138,Puma Ad Iure,Puma,29268.36,20660.79,3.3
139,8,SKU-08-00139,Apple Exercitationem Eius,Apple,9531.32,7045.31,4.4
140,19,SKU-19-00140,OnePlus Expedita Dolores,OnePlus,21782.33,16737.89,3.7
141,11,SKU-11-00141,Sony Repellat Suscipit,Sony,16030.36,12239.99,3.1
142,9,SKU-09-00142,OnePlus Dolore Dolorem,OnePlus,22376.41,17559.48,2.5
143,7,SKU-07-00143,Apple Voluptates Magnam,Apple,8143.67,6109.77,3.9
144,8,SKU-08-00144,Reliance Voluptates At,Reliance,17577.37,11954.72,3.6
145,1,SKU-01-00145,Apple Ipsum Unde,Apple,9891.91,7426.47,3.1
146,22,SKU-22-00146,OnePlus Repellat Repudiandae,OnePlus,12995.35,9288.61,3.4
147,24,SKU-24-00147,Boat Sunt Delectus,Boat,12223.98,8336.7,3.2
148,9,SKU-09-00148,LG Maiores Quos,LG,3839.01,3104.33,2.8
149,18,SKU-18-00149,Reliance Dolore Tenetur,Reliance,5875.41,4710.23,3.7
150,24,SKU-24-00150,OnePlus Inventore Nam,OnePlus,33844.78,24417.51,3.2
151,4,SKU-04-00151,LG Aspernatur Aspernatur,LG,9812.18,7476.54,3.3
152,23,SKU-23-00152,Boat Eveniet Vel,Boat,3806.31,3251.92,2.6
153,10,SKU-10-00153,Reliance Ipsa Necessitatibus,Reliance,33925.43,23607.83,4.4
154,4,SKU-04-00154,Samsung Dolores Veritatis,Samsung,19593.8,14394.2,3.6
155,6,SKU-06-00155,Samsung Ratione Asperiores,Samsung,9821.33,6386.71,2.8
156,3,SKU-03-00156,Puma Ratione Beatae,Puma,17401.53,12344.49,4.2
157,5,SKU-05-00157,Sony Consequatur Iste,Sony,32011.23,20297.44,2.7
158,8,SKU-08-00158,Apple Dicta Impedit,Apple,18716.57,13996.02,4.0
159,20,SKU-20-00159,LG Dignissimos Repellendus,LG,25650.21,19414.77,4.8
160,10,SKU-10-00160,OnePlus Consectetur Pariatur,OnePlus,31865.96,24751.78,4.1
161,20,SKU-20-00161,Reliance Et Quasi,Reliance,3838.98,2570.92,4.1
162,9,SKU-09-00162,Tata Unde Tempore,Tata,2668.81,2121.57,3.9
163,6,SKU-06-00163,Samsung Itaque Ducimus,Samsung,14999.48,10272.09,3.7
164,2,SKU-02-00164,LG Temporibus Voluptas,LG,9290.28,7273.81,4.6
165,3,SKU-03-00165,Tata Minima Voluptates,Tata,7502.94,5912.25,4.5
166,19,SKU-19-00166,Tata Est Nam,Tata,24925.65,20117.25,2.8
167,8,SKU-08-00167,Tata Eum Eaque,Tata,4836.72,3809.84,2.9
168,2,SKU-02-00168,Sony Consectetur Repudiandae,Sony,28123.52,19836.45,4.6
169,30,SKU-30-00169,Nike Esse Ducimus,Nike,15017.58,11034.92,3.3
170,13,SKU-13-00170,Nike Ex Quasi,Nike,17237.35,12561.76,2.7
171,2,SKU-02-00171,Puma Veniam Aspernatur,Puma,26144.38,18389.89,2.6
172,8,SKU-08-00172,Tata Perspiciatis Maxime,Tata,29466.4,20915.37,4.9
173,25,SKU-25-00173,Tata Aliquid Tempora,Tata,28966.12,20553.39,4.4
174,6,SKU-06-00174,Philips Distinctio Repudiandae,Philips,17566.99,13022.2,3.2
175,19,SKU-19-00175,Puma Labore Ut,Puma,21811.72,15906.14,2.7
176,12,SKU-12-00176,Puma Dolores Totam,Puma,12192.2,8399.38,4.6
177,11,SKU-11-00177,Puma Eum Excepturi,Puma,22231.52,17372.47,4.9
178,27,SKU-27-00178,Boat Quod Eos,Boat,1206.0,1013.76,3.1
179,4,SKU-04-00179,Puma Eaque Repellat,Puma,32913.47,21636.27,2.5
180,28,SKU-28-00180,Boat Aliquam Error,Boat,13626.72,11603.21,3.8
181,20,SKU-20-00181,Philips Delectus Fugit,Philips,23383.57,15672.68,3.0
182,18,SKU-18-00182,Sony Dolorum Magni,Sony,31252.65,23199.05,4.2
183,4,SKU-04-00183,Samsung Possimus Voluptatum,Samsung,34647.67,24331.36,3.1
184,6,SKU-06-00184,Nike Eum Vero,Nike,19321.7,13815.89,2.7
185,27,SKU-27-00185,Apple Dignissimos Nostrum,Apple,13941.2,11590.05,4.6
186,16,SKU-16-00186,Reliance Eum Ducimus,Reliance,10811.11,7367.35,3.5
187,16,SKU-16-00187,Philips Ex Non,Philips,8624.55,6168.9,3.5
188,30,SKU-30-00188,OnePlus Voluptatum Exercitationem,OnePlus,19715.67,12755.2,4.7
189,9,SKU-09-00189,Puma Doloribus Ab,Puma,12882.64,8562.89,3.2
190,1,SKU-01-00190,Nike Explicabo Fuga,Nike,27756.36,18178.67,3.9
191,22,SKU-22-00191,Philips Qui Quis,Philips,29241.22,21644.99,3.7
192,11,SKU-11-00192,Boat Fuga Atque,Boat,25201.22,19095.53,4.8
193,28,SKU-28-00193,LG Dolorum Ex,LG,30834.6,24521.29,3.5
194,28,SKU-28-00194,Puma Similique Soluta,Puma,1762.57,1186.82,4.3
195,26,SKU-26-00195,Puma Reprehenderit Debitis,Puma,14071.36,9713.36,4.6
196,5,SKU-05-00196,Philips Voluptate Maxime,Philips,29113.26,24124.13,4.9
197,11,SKU-11-00197,Apple Modi Aliquid,Apple,29480.19,21867.34,3.8
198,15,SKU-15-00198,Samsung Laudantium Minus,Samsung,24139.4,18088.85,4.1
199,5,SKU-05-00199,Apple Et Sit,Apple,18701.12,11790.32,3.3
200,23,SKU-23-00200,Puma Reiciendis Deleniti,Puma,24963.46,16280.93,4.6
201,28,SKU-28-00201,Boat Itaque Tenetur,Boat,12359.16,9562.23,4.3
202,25,SKU-25-00202,Philips Ab Fugit,Philips,25448.22,21822.34,2.7
203,21,SKU-21-00203,Tata Perferendis Maxime,Tata,36823.13,23031.13,4.4
204,14,SKU-14-00204,Apple Exercitationem Voluptates,Apple,27916.98,19033.21,2.8
205,6,SKU-06-00205,Reliance Sed Iste,Reliance,8788.65,7556.71,3.3
206,2,SKU-02-00206,Nike Quod Tenetur,Nike,12128.87,9025.74,3.1
207,14,SKU-14-00207,OnePlus Nobis Fuga,OnePlus,21022.01,17076.83,2.9
208,20,SKU-20-00208,Puma Vitae Unde,Puma,19543.53,15530.79,4.8
209,5,SKU-05-00209,LG Ipsum Hic,LG,14643.8,11582.63,3.1
210,1,SKU-01-00210,Philips Ullam Iste,Philips,32794.17,22540.11,2.9
211,15,SKU-15-00211,Adidas Inventore Exercitationem,Adidas,31720.5,24692.53,4.9
212,23,SKU-23-00212,Nike Nemo Sunt,Nike,14756.6,11475.21,5.0
213,28,SKU-28-00213,Philips Commodi Dolor,Philips,3641.93,2755.67,3.4
214,10,SKU-10-00214,Reliance Placeat Impedit,Reliance,11848.05,7451.25,4.1
215,9,SKU-09-00215,Samsung Aperiam Nemo,Samsung,20700.05,14191.63,4.4
216,2,SKU-02-00216,OnePlus Accusamus Repellendus,OnePlus,28444.4,18654.79,4.8
217,25,SKU-25-00217,LG Sunt Modi,LG,19910.71,15215.92,4.1
218,20,SKU-20-00218,Nike Harum Provident,Nike,25030.22,16976.34,4.1
219,27,SKU-27-00219,Sony Adipisci Vel,Sony,24505.07,15743.38,4.1
220,10,SKU-10-00220,Philips Perferendis Iste,Philips,1223.22,930.78,2.8
221,30,SKU-30-00221,Nike Illo Aliquid,Nike,11010.42,8235.31,3.0
222,26,SKU-26-00222,Boat Facilis Aut,Boat,28821.91,21923.87,3.8
223,9,SKU-09-00223,Sony Assumenda Aspernatur,Sony,9885.03,6498.56,3.7
224,26,SKU-26-00224,Nike Perferendis Impedit,Nike,24341.39,18689.33,2.8
225,3,SKU-03-00225,Sony Facere Quae,Sony,23626.78,18878.37,4.2
226,22,SKU-22-00226,Puma Sapiente Quod,Puma,36569.31,24185.02,3.4
227,26,SKU-26-00227,Puma Sunt Officia,Puma,621.38,446.57,3.6
228,22,SKU-22-00228,Reliance Delectus Perferendis,Reliance,23797.62,16841.29,4.6
229,12,SKU-12-00229,Apple Cum Quisquam,Apple,23025.25,16903.43,4.0
230,18,SKU-18-00230,Adidas Natus Laudantium,Adidas,28603.53,22889.87,2.7
231,27,SKU-27-00231,Philips Qui Architecto,Philips,29248.13,22743.75,3.5
232,5,SKU-05-00232,Samsung Dolor Quos,Samsung,30452.03,23661.91,3.7
233,4,SKU-04-00233,LG Accusantium Sed,LG,26876.52,22192.76,3.6
234,22,SKU-22-00234,Reliance Nihil Dolor,Reliance,24298.84,17442.45,4.0
235,24,SKU-24-00235,Sony Impedit Possimus,Sony,31995.81,22146.8,4.6
236,20,SKU-20-00236,Puma Minima Recusandae,Puma,29960.82,23482.42,4.2
237,7,SKU-07-00237,Philips Occaecati Nisi,Philips,14036.0,11172.93,3.4
238,22,SKU-22-00238,Adidas Possimus Corporis,Adidas,21715.35,13657.2,3.4
239,13,SKU-13-00239,Nike Reiciendis Necessitatibus,Nike,5815.47,4826.23,4.6
240,15,SKU-15-00240,Apple Ut Neque,Apple,23887.76,16602.94,4.0
241,1,SKU-01-00241,Samsung Ex Sequi,Samsung,24803.14,19691.19,2.8
242,19,SKU-19-00242,LG Unde Maxime,LG,2702.31,1808.39,3.0
243,7,SKU-07-00243,LG Inventore Soluta,LG,10073.16,8281.13,4.8
244,1,SKU-01-00244,Nike Iure Temporibus,Nike,26093.64,21474.31,2.8
245,9,SKU-09-00245,Sony Laborum Nam,Sony,4368.96,2837.17,2.8
246,12,SKU-12-00246,LG Saepe Atque,LG,17081.64,14762.44,3.2
247,5,SKU-05-00247,Reliance Accusantium Totam,Reliance,12710.39,10581.92,2.7
248,15,SKU-15-00248,Adidas Quaerat Nesciunt,Adidas,15443.63,12879.63,3.8
249,20,SKU-20-00249,Samsung Ex Minus,Samsung,28385.69,18208.35,4.1
250,10,SKU-10-00250,Philips Cupiditate Fugiat,Philips,18763.01,16119.18,5.0
251,28,SKU-28-00251,Puma Debitis Laboriosam,Puma,12841.87,10714.21,4.3
252,15,SKU-15-00252,Apple Sed Possimus,Apple,29125.69,22491.74,2.9
253,5,SKU-05-00253,Nike Minus Aliquam,Nike,22113.58,15645.51,4.3
254,13,SKU-13-00254,OnePlus Fugiat Eum,OnePlus,18025.21,13310.87,4.0
255,4,SKU-04-00255,Reliance Ipsa Nostrum,Reliance,4260.06,2948.91,4.7
256,18,SKU-18-00256,Reliance Corrupti Beatae,Reliance,29088.48,21650.76,4.7
257,14,SKU-14-00257,Adidas Dignissimos Veniam,Adidas,27522.81,20702.74,4.3
258,11,SKU-11-00258,Puma Dicta Quas,Puma,9968.17,7881.84,4.9
259,22,SKU-22-00259,Philips Earum Dicta,Philips,2700.48,1771.62,2.7
260,4,SKU-04-00260,Reliance Autem Minus,Reliance,28026.95,18496.02,3.9
261,19,SKU-19-00261,Boat Modi Corrupti,Boat,20445.8,14085.92,3.5
262,28,SKU-28-00262,Tata Quia Quasi,Tata,31543.3,23534.13,4.8
263,2,SKU-02-00263,Nike Numquam Voluptas,Nike,19689.3,15050.21,3.9
264,7,SKU-07-00264,Sony Nostrum Porro,Sony,20580.89,16452.73,2.8
265,28,SKU-28-00265,Boat Autem Asperiores,Boat,13815.24,9252.27,3.9
266,26,SKU-26-00266,Puma Itaque In,Puma,33588.79,21144.36,4.5
267,20,SKU-20-00267,Tata Corrupti Alias,Tata,18708.94,16103.21,4.8
268,27,SKU-27-00268,Reliance Iusto Eveniet,Reliance,8322.15,6759.45,4.3
269,10,SKU-10-00269,Adidas Vero Tenetur,Adidas,10888.22,8840.48,2.9
270,22,SKU-22-00270,Puma Dolore Modi,Puma,2718.66,1832.68,4.9
271,3,SKU-03-00271,Reliance Laborum Esse,Reliance,17558.42,13309.02,3.6
272,6,SKU-06-00272,Adidas Nesciunt Expedita,Adidas,10186.04,7859.77,4.9
273,20,SKU-20-00273,Apple Provident Unde,Apple,26956.41,22095.22,4.4
274,2,SKU-02-00274,Tata Aliquam Veniam,Tata,2876.09,2131.38,3.6
275,20,SKU-20-00275,Philips Sequi Eligendi,Philips,12985.3,10413.18,3.8
276,12,SKU-12-00276,Puma Id Beatae,Puma,4163.55,2861.16,4.0
277,17,SKU-17-00277,Tata Illum Sed,Tata,9718.59,7779.64,5.0
278,2,SKU-02-00278,Samsung Quos Asperiores,Samsung,8176.52,5190.14,4.4
279,25,SKU-25-00279,Nike Dolor Earum,Nike,8797.85,7307.23,3.7
280,14,SKU-14-00280,Sony Alias Amet,Sony,4609.12,3316.72,3.1
281,18,SKU-18-00281,Tata Ullam Perferendis,Tata,23854.87,20174.38,4.7
282,2,SKU-02-00282,Puma Sequi Odit,Puma,886.55,566.66,4.7
283,19,SKU-19-00283,Puma Animi Asperiores,Puma,21124.71,14377.65,3.5
284,4,SKU-04-00284,Puma Expedita Cum,Puma,802.74,619.33,4.5
285,20,SKU-20-00285,Philips Architecto Blanditiis,Philips,32556.33,20817.45,2.7
286,28,SKU-28-00286,Apple Veniam Animi,Apple,8714.34,6158.58,3.8
287,13,SKU-13-00287,Nike Corrupti Placeat,Nike,23332.71,18670.54,4.4
288,3,SKU-03-00288,Boat Ea Impedit,Boat,22036.05,15867.29,3.0
289,25,SKU-25-00289,Adidas Aperiam Esse,Adidas,13981.58,8842.38,4.1
290,5,SKU-05-00290,LG Doloremque Molestiae,LG,3365.18,2659.83,2.9
291,5,SKU-05-00291,Tata Sit Sapiente,Tata,3118.76,1976.3,4.1
292,15,SKU-15-00292,OnePlus Dolores Natus,OnePlus,25716.45,19020.94,4.8
293,19,SKU-19-00293,Tata Ea Consequuntur,Tata,22780.54,15918.93,4.7
294,21,SKU-21-00294,Adidas Porro Expedita,Adidas,4556.24,3858.84,3.6
295,10,SKU-10-00295,Nike Fuga Officia,Nike,19398.41,14826.35,2.7
296,15,SKU-15-00296,Philips Ex Vel,Philips,1363.86,1036.42,3.2
297,21,SKU-21-00297,Apple Atque Magnam,Apple,21242.87,15413.71,3.7
298,18,SKU-18-00298,Reliance Omnis Excepturi,Reliance,30303.23,22407.33,4.5
299,21,SKU-21-00299,LG Atque Assumenda,LG,11056.88,8106.02,2.9
300,2,SKU-02-00300,Philips Repudiandae Accusamus,Philips,4161.99,2677.2,3.4
301,23,SKU-23-00301,Apple Similique Illo,Apple,15546.08,12663.27,3.1
302,15,SKU-15-00302,Philips A A,Philips,18730.04,13149.31,3.4
303,30,SKU-30-00303,Nike Sit Unde,Nike,14605.47,9746.67,4.2
304,2,SKU-02-00304,Tata Officiis Eaque,Tata,19131.61,16217.9,2.7
305,22,SKU-22-00305,Puma Eligendi Quidem,Puma,10588.39,7175.26,4.1
306,30,SKU-30-00306,OnePlus Quia Fugit,OnePlus,28398.34,21844.66,4.0
307,5,SKU-05-00307,Adidas Veritatis Ea,Adidas,11308.55,7824.77,4.2
308,5,SKU-05-00308,OnePlus Iure Voluptatem,OnePlus,21089.16,17749.97,3.9
309,21,SKU-21-00309,Adidas Necessitatibus Quos,Adidas,29536.62,20348.3,4.6
310,24,SKU-24-00310,Tata Eveniet Hic,Tata,27202.61,22819.95,4.2
311,17,SKU-17-00311,Adidas Officia Quasi,Adidas,714.02,553.94,4.9
312,11,SKU-11-00312,Philips Aliquid Deleniti,Philips,7809.44,4880.93,2.9
313,10,SKU-10-00313,Apple Id Tenetur,Apple,17747.55,12741.47,4.3
314,17,SKU-17-00314,Samsung Doloremque Vel,Samsung,25608.92,16582.04,4.0
315,20,SKU-20-00315,Puma Sapiente Neque,Puma,4852.74,3940.89,4.2
316,20,SKU-20-00316,Sony Iure Aliquam,Sony,21121.12,18057.46,3.4
317,24,SKU-24-00317,LG Iure Pariatur,LG,34540.31,24242.76,4.4
318,26,SKU-26-00318,Philips Quisquam Ipsa,Philips,7453.53,5926.67,4.9
319,26,SKU-26-00319,Philips Autem Sapiente,Philips,27974.23,22608.96,4.2
320,19,SKU-19-00320,Philips Sint Cum,Philips,14805.52,11595.83,3.5
