order_id,customer_id,employee_id,payment_id,order_date,order_status
254,2206,69,254,2024-09-03,Delivered
255,9702,4,255,2026-03-31,Delivered
256,5962,76,256,2025-03-13,Delivered
257,1091,59,257,2026-08-01,Delivered
258,598,100,258,2025-08-08,Delivered
259,2111,44,259,2025-03-22,Delivered
260,1437,64,260,2025-11-16,Delivered
261,8380,86,261,2026-02-07,Delivered
262,6005,74,262,2024-10-17,Delivered
263,5576,17,263,2025-10-26,Returned
264,1546,56,264,2025-10-28,Shipped
265,3143,7,265,2026-07-03,Delivered
266,4385,81,266,2025-06-13,Delivered
267,8148,27,267,2025-06-01,Delivered
268,7130,59,268,2024-08-08,Delivered
269,1056,85,269,2025-06-04,Delivered
270,1009,19,270,2025-11-05,Delivered
271,4256,65,271,2025-05-30,Delivered
272,2580,19,272,2025-11-03,Delivered
273,8957,60,273,2024-09-09,Delivered
274,5668,95,274,2025-04-22,Shipped
275,8670,55,275,2026-07-24,Delivered
276,4898,43,276,2025-06-06,Returned
277,8225,27,277,2024-12-15,Delivered
278,7190,21,278,2025-04-21,Pending
279,3102,80,279,2025-05-11,Delivered
280,3441,83,280,2025-05-27,Delivered
281,7471,58,281,2026-04-30,Delivered
282,5717,97,282,2025-09-10,Delivered
283,7241,49,283,2026-04-07,Delivered
284,2989,45,284,2024-12-09,Delivered
285,1145,98,285,2025-08-13,Delivered
286,5328,82,286,2026-05-27,Delivered
287,5048,18,287,2026-04-03,Cancelled
288,6108,65,288,2025-02-02,Delivered
289,951,93,289,2025-12-30,Delivered
290,9537,17,290,2025-12-03,Delivered
291,9970,35,291,2025-08-30,Shipped
292,7692,90,292,2025-03-24,Delivered
293,6351,48,293,2026-06-03,Delivered
294,2349,14,294,2025-04-21,Delivered
295,5495,87,295,2025-03-26,Delivered
296,7544,47,296,2025-04-05,Delivered
297,1655,13,297,2026-04-20,Delivered
298,9576,31,298,2025-01-30,Returned
299,4432,9,299,2026-05-03,Delivered
300,2536,29,300,2024-10-09,Pending
301,673,99,301,2026-06-24,Shipped
302,8046,16,302,2024-12-08,Delivered
303,9789,11,303,2026-03-11,Returned
304,4823,46,304,2026-07-04,Delivered
305,6087,56,305,2025-02-28,Shipped
306,1583,70,306,2024-11-11,Delivered
307,8033,44,307,2026-02-21,Delivered
308,5895,67,308,2025-04-19,Delivered
309,9941,35,309,2026-02-27,Delivered
310,7691,41,310,2024-11-29,Pending
311,9170,33,311,2025-11-02,Delivered
312,4437,24,312,2024-12-14,Delivered
313,2035,40,313,2026-01-29,Delivered
314,4077,24,314,2026-03-05,Delivered
315,396,43,315,2025-07-02,Delivered
316,3782,41,316,2025-12-18,Delivered
317,5070,21,317,2025-05-21,Delivered
318,6064,79,318,2025-09-11,Delivered
319,9767,100,319,2025-02-04,Delivered
320,5455,22,320,2024-11-16,Delivered
321,2968,38,321,2025-03-10,Delivered
322,917,99,322,2024-11-13,Delivered
323,9185,20,323,2024-12-28,Delivered
324,7444,50,324,2024-11-11,Delivered
325,9388,57,325,2025-04-08,Delivered
326,6064,9,326,2025-06-03,Delivered
327,6662,2,327,2025-11-02,Delivered
328,9759,41,328,2026-07-06,Returned
329,7495,3,329,2025-01-05,Delivered
330,5724,33,330,2026-05-08,Cancelled
331,7077,31,331,2024-09-01,Delivered
332,1314,51,332,2026-06-27,Delivered
333,8562,34,333,2025-11-28,Returned
334,8920,61,334,2025-04-11,Delivered
335,5476,32,335,2025-09-02,Delivered
336,2008,98,336,2025-08-08,Delivered
337,2892,3,337,2024-11-08,Delivered
338,5692,88,338,2024-08-29,Pending
339,3359,83,339,2024-10-29,Returned
340,7454,88,340,2025-12-02,Delivered
341,6163,80,341,2025-07-08,Cancelled
342,150,43,342,2025-08-04,Delivered
343,4509,93,343,2025-07-03,Delivered
344,5267,50,344,2025-11-12,Delivered
345,5334,31,345,2025-12-13,Delivered
346,8056,40,346,2026-05-22,Delivered
347,2224,82,347,2025-07-30,Pending
348,1316,66,348,2026-06-23,Delivered
349,2436,36,349,2025-07-18,Delivered
350,4864,9,350,2025-01-31,Delivered
351,7046,63,351,2024-12-31,Returned
352,1749,29,352,2026-04-29,Delivered
353,6270,24,353,2026-05-19,Pending
354,4176,91,354,2026-03-03,Delivered
355,8444,13,355,2025-10-06,Delivered
356,9626,64,356,2026-06-09,Delivered
357,9214,86,357,2024-12-05,Delivered
358,2688,76,358,2025-01-31,Pending
359,5216,37,359,2025-05-23,Delivered
360,8532,2,360,2025-10-02,Returned
361,9281,78,361,2024-09-10,Delivered
362,3332,49,362,2025-11-13,Returned
363,4071,4,363,2026-01-22,Cancelled
364,5380,38,364,2025-03-27,Delivered
365,2029,25,365,2025-09-04,Delivered
366,9850,75,366,2025-01-08,Delivered
367,6899,25,367,2025-09-02,Delivered
368,5051,27,368,2024-08-23,Returned
369,6985,41,369,2026-01-15,Delivered
370,3221,2,370,2024-10-12,Delivered
371,5310,36,371,2024-11-05,Shipped
372,528,42,372,2026-01-05,Delivered
373,8602,72,373,2024-12-31,Delivered
374,38,4,374,2026-07-02,Delivered
375,9630,84,375,2026-04-13,Delivered
376,6298,85,376,2024-09-14,Delivered
377,6228,82,377,2025-05-29,Delivered
378,1148,34,378,2025-07-11,Delivered
379,864,17,379,2025-12-01,Delivered
380,9882,77,380,2026-07-12,Delivered
381,5995,74,381,2026-04-22,Delivered
382,6872,47,382,2025-10-07,Delivered
383,1021,51,383,2024-09-26,Delivered
384,2028,54,384,2026-01-14,Returned
385,67,88,385,2025-06-05,Delivered
386,1880,6,386,2024-12-03,Delivered
387,9193,30,387,2025-11-07,Delivered
388,3999,28,388,2024-12-17,Returned
389,8470,40,389,2024-08-06,Delivered
390,6906,11,390,2025-08-25,Delivered
391,9337,97,391,2025-11-23,Delivered
392,3990,97,392,2026-05-25,Returned
393,7433,53,393,2024-10-24,Delivered
394,9047,61,394,2025-02-23,Delivered
395,1879,7,395,2026-03-15,Delivered
396,7828,6,396,2026-05-08,Delivered
397,9499,51,397,2026-01-10,Delivered
398,1563,54,398,2025-02-12,Pending
399,1821,87,399,2025-07-11,Delivered
400,9668,2,400,2026-07-31,Delivered
401,948,8,401,2026-03-02,Delivered
402,3343,21,402,2024-12-29,Delivered
403,135,82,403,2025-10-12,Delivered
404,3156,94,404,2026-07-07,Delivered
405,6345,72,405,2025-07-12,Delivered
406,1024,33,406,2025-03-16,Delivered
407,5488,87,407,2024-12-28,Delivered
408,8157,55,408,2026-02-24,Delivered
409,6987,58,409,2024-09-27,Delivered
410,6466,18,410,2024-10-31,Returned
411,4418,70,411,2025-10-02,Pending
412,7034,27,412,2024-10-26,Pending
413,4089,27,413,2025-10-03,Delivered
414,3781,72,414,2025-06-17,Delivered
415,4039,38,415,2025-03-19,Delivered
416,9224,2,416,2025-07-12,Cancelled
417,1876,36,417,2025-08-20,Delivered
418,7150,88,418,2025-03-13,Delivered
419,3665,63,419,2024-09-13,Delivered
420,2770,5,420,2025-06-23,Delivered
421,8657,47,421,2025-06-09,Delivered
422,9119,90,422,2026-07-03,Delivered
423,6192,25,423,2025-12-21,Delivered
424,4352,67,424,2025-07-29,Delivered
425,7343,67,425,2025-05-21,Delivered
426,7224,82,426,2025-12-28,Delivered
427,7107,13,427,2026-01-10,Delivered
428,8784,85,428,2025-10-03,Cancelled
429,413,26,429,2026-06-11,Delivered
430,4820,81,430,2024-09-15,Delivered
431,3344,7,431,2025-01-05,Delivered
432,6551,28,432,2024-10-21,Delivered
433,4001,73,433,2025-03-14,Delivered
434,3027,31,434,2026-06-20,Delivered
435,2953,27,435,2025-12-04,Returned
436,2009,18,436,2025-10-30,Shipped
437,6501,71,437,2025-05-25,Returned
438,6568,54,438,2026-03-07,Delivered
439,2311,87,439,2026-02-09,Delivered
440,7366,37,440,2026-07-08,Pending
441,4075,5,441,2026-02-21,Delivered
442,4103,54,442,2025-11-12,Delivered
443,7302,1,443,2026-07-10,Delivered
444,5626,10,444,2024-11-04,Delivered
445,9304,11,445,2026-04-21,Delivered
446,9542,56,446,2026-02-24,Delivered
447,3826,27,447,2025-12-13,Returned
448,3636,79,448,2025-05-30,Delivered
449,4824,1,449,2025-03-23,Delivered
450,7618,86,450,2025-08-02,Delivered
451,4150,15,451,2024-09-20,Delivered
452,4623,95,452,2025-06-30,Cancelled
453,8701,47,453,2025-08-20,Cancelled
454,1082,22,454,2025-04-06,Delivered
455,7458,17,455,2025-10-21,Delivered
456,4280,3,456,2025-03-20,Delivered
457,9147,77,457,2026-03-13,Delivered
458,5431,21,458,2025-06-05,Delivered
459,9716,33,459,2026-06-09,Delivered
460,4121,11,460,2025-03-31,Delivered
461,4086,31,461,2025-05-03,Shipped
462,3916,91,462,2025-02-23,Delivered
463,6615,33,463,2025-01-14,Delivered
464,6241,33,464,2025-04-24,Delivered
465,5881,24,465,2026-02-27,Delivered
466,2688,87,466,2026-05-17,Delivered
467,7049,61,467,2026-05-31,Delivered
468,3598,35,468,2024-09-27,Delivered
469,9150,64,469,2026-01-31,Delivered
470,9819,90,470,2026-07-26,Delivered
471,2779,78,471,2024-10-22,Cancelled
472,6858,20,472,2026-03-19,Pending
473,8559,23,473,2026-08-03,Delivered
474,964,35,474,2025-10-20,Delivered
475,8088,5,475,2025-06-17,Delivered
476,6523,99,476,2025-11-07,Delivered
477,7164,15,477,2025-05-14,Delivered
478,4590,61,478,2026-07-19,Delivered
479,6218,11,479,2026-01-02,Delivered
480,7476,38,480,2025-05-16,Delivered
481,5814,10,481,2024-10-05,Delivered
482,1558,45,482,2025-04-06,Delivered
483,3589,12,483,2025-04-16,Delivered
484,8302,3,484,2026-01-11,Shipped
485,8000,24,485,2025-02-13,Delivered
486,5945,91,486,2025-07-07,Delivered
487,2749,30,487,2026-03-24,Delivered
488,1808,69,488,2024-10-20,Delivered
489,8828,43,489,2025-07-25,Delivered
490,6824,49,490,2025-05-31,Delivered
491,3275,44,491,2025-01-06,Pending
492,6985,90,492,2026-05-30,Delivered
493,1500,3,493,2024-11-27,Delivered
494,9053,50,494,2025-02-23,Delivered
495,2279,11,495,2025-06-21,Returned
496,6180,70,496,2026-03-01,Delivered
497,2128,9,497,2026-01-10,Delivered
498,2149,72,498,2025-04-10,Delivered
499,4529,88,499,2024-09-25,Delivered
500,9329,19,500,2024-10-06,Delivered
501,2205,24,501,2025-06-29,Delivered
502,5294,34,502,2025-09-25,Delivered
503,3437,85,503,2025-04-18,Delivered
504,4823,77,504,2025-05-04,Delivered
505,4266,26,505,2025-02-26,Delivered
506,7665,49,506,2026-01-20,Delivered
507,2381,39,507,2026-02-23,Delivered
508,2035,73,508,2025-08-07,Returned
509,6811,78,509,2025-10-22,Delivered
510,7942,89,510,2025-12-22,Delivered
511,9153,26,511,2025-09-10,Delivered
512,4545,98,512,2024-11-06,Delivered
513,7939,6,513,2024-12-31,Delivered
514,712,70,514,2025-12-09,Shipped
515,7481,70,515,2025-07-13,Returned
516,9183,34,516,2026-06-01,Delivered
517,8576,14,517,2024-10-01,Returned
518,6379,96,518,2025-12-06,Delivered
519,6432,50,519,2024-11-18,Delivered
520,3764,42,520,2026-07-13,Delivered
521,2064,26,521,2024-09-11,Delivered
522,3251,43,522,2026-03-27,Delivered
523,4595,69,523,2026-01-19,Delivered
524,4432,87,524,2025-04-09,Delivered
525,2814,60,525,2025-09-05,Delivered
526,481,13,526,2025-02-24,Delivered
527,4973,57,527,2025-01-14,Delivered
528,548,95,528,2025-04-16,Delivered
529,9782,23,529,2025-08-13,Returned
530,6379,42,530,2026-03-02,Delivered
531,8956,79,531,2025-06-02,Delivered
532,8066,46,532,2025-07-05,Shipped
533,6332,64,533,2026-01-17,Pending
534,4794,63,534,2024-12-18,Delivered
535,3556,91,535,2026-03-03,Shipped
536,389,64,536,2025-10-23,Delivered
537,9713,52,537,2026-02-01,Delivered
538,9147,9,538,2025-06-26,Delivered
539,3571,53,539,2025-05-13,Delivered
540,5115,2,540,2026-03-07,Cancelled
541,7560,48,541,2026-03-31,Cancelled
542,4610,38,542,2025-06-24,Delivered
543,1890,32,543,2026-01-08,Delivered
544,6404,53,544,2025-11-12,Shipped
545,803,92,545,2026-04-14,Delivered
546,9137,62,546,2025-02-08,Cancelled
547,3175,20,547,2024-08-19,Delivered
548,9842,26,548,2024-11-21,Delivered
549,9107,77,549,2025-11-09,Returned
550,8967,83,550,2026-04-16,Pending
551,5534,38,551,2026-05-20,Delivered
552,3351,63,552,2024-10-24,Delivered
553,9670,19,553,2025-03-11,Delivered
554,1179,91,554,2025-05-11,Delivered
555,8050,50,555,2024-12-30,Delivered
556,7958,96,556,2025-12-06,Cancelled
557,2445,31,557,2026-06-17,Delivered
558,5707,53,558,2025-05-09,Delivered
559,2080,62,559,2025-10-21,Delivered
560,8879,55,560,2025-06-14,Pending
561,1598,80,561,2024-09-25,Delivered
562,9638,7,562,2024-12-12,Delivered
563,1159,13,563,2025-03-22,Delivered
564,8127,1,564,2024-12-26,Delivered
565,4380,87,565,2025-08-22,Delivered
566,5403,98,566,2026-03-26,Delivered
567,5833,32,567,2025-05-20,Delivered
568,6120,63,568,2025-08-24,Delivered
569,3220,77,569,2026-04-13,Delivered
570,2348,70,570,2026-03-17,Delivered
571,2789,97,571,2024-08-31,Delivered
572,4832,55,572,2024-10-01,Delivered
573,9850,33,573,2026-07-27,Delivered
574,8691,4,574,2024-12-03,Delivered
575,567,47,575,2025-02-25,Delivered
576,3003,89,576,2026-05-28,Delivered
577,2892,77,577,2024-09-08,Delivered
578,6306,91,578,2026-03-09,Delivered
579,3291,4,579,2025-09-02,Delivered
580,4099,45,580,2025-10-06,Delivered
581,8680,64,581,2024-12-22,Delivered
582,7808,31,582,2026-07-07,Delivered
583,1465,42,583,2025-05-26,Shipped
584,2608,9,584,2025-01-28,Delivered
585,6132,57,585,2025-06-04,Delivered
586,3091,19,586,2026-03-24,Delivered
587,9025,86,587,2025-09-30,Delivered
588,3255,96,588,2025-08-27,Delivered
589,607,8,589,2026-02-09,Delivered
590,1313,50,590,2026-06-17,Delivered
591,669,43,591,2025-02-13,Delivered
592,8907,59,592,2025-12-04,Delivered
593,5056,59,593,2026-01-10,Shipped
594,494,30,594,2025-12-17,Delivered
595,896,54,595,2024-12-23,Delivered
596,2886,100,596,2026-04-26,Delivered
597,9833,17,597,2025-10-01,Delivered
598,1585,63,598,2025-10-04,Delivered
599,8978,11,599,2025-08-12,Delivered
600,7099,2,600,2026-07-04,Delivered
601,4154,41,601,2026-06-20,Delivered
602,5122,2,602,2024-10-22,Delivered
603,3558,67,603,2025-08-14,Delivered
604,6996,43,604,2024-12-01,Delivered
605,9778,58,605,2025-09-06,Delivered
606,2898,25,606,2025-01-30,Delivered
607,542,11,607,2025-04-28,Delivered
608,4311,44,608,2025-07-24,Delivered
609,441,14,609,2025-10-15,Delivered
610,1024,21,610,2026-02-11,Pending
611,5769,70,611,2026-05-15,Delivered
612,6618,89,612,2024-10-29,Returned
613,1172,18,613,2025-04-26,Returned
614,8727,43,614,2025-05-01,Delivered
615,1202,15,615,2024-08-25,Delivered
616,625,55,616,2025-04-15,Delivered
617,2785,3,617,2025-04-12,Delivered
618,1253,37,618,2025-03-16,Delivered
619,2007,66,619,2025-12-20,Delivered
620,6630,35,620,2025-09-01,Delivered
621,5797,14,621,2025-06-20,Delivered
622,7100,41,622,2026-04-19,Delivered
623,8965,58,623,2024-09-08,Delivered
624,754,18,624,2025-03-22,Pending
625,7718,80,625,2026-03-14,Delivered
626,8189,3,626,2025-09-18,Delivered
627,5870,34,627,2025-12-31,Delivered
628,120,52,628,2025-07-12,Pending
629,4347,56,629,2025-12-27,Delivered
630,8120,16,630,2026-04-03,Delivered
631,8657,31,631,2026-08-03,Delivered
632,6462,100,632,2025-03-11,Delivered
633,6491,100,633,2025-09-08,Delivered
634,6969,44,634,2025-03-29,Delivered
635,5925,64,635,2026-03-01,Delivered
636,4082,12,636,2025-01-16,Delivered
637,8380,9,637,2024-09-03,Cancelled
638,6345,92,638,2025-05-11,Delivered
639,7441,82,639,2026-04-26,Delivered
640,1195,88,640,2026-08-04,Delivered
641,2304,2,641,2024-12-10,Pending
642,3167,58,642,2024-11-15,Delivered
643,3463,18,643,2024-08-29,Delivered
644,6071,9,644,2025-02-11,Delivered
645,1867,96,645,2026-01-12,Delivered
646,6649,68,646,2025-05-04,Delivered
647,6476,17,647,2025-11-26,Delivered
648,5798,40,648,2026-07-14,Delivered
649,3969,45,649,2025-09-18,Delivered
650,81,41,650,2026-05-25,Returned
651,2069,62,651,2025-04-08,Delivered
652,8319,49,652,2025-02-06,Shipped
653,9189,51,653,2025-07-06,Delivered
654,9055,69,654,2026-04-28,Delivered
655,9013,92,655,2024-08-18,Shipped
656,45,56,656,2024-11-11,Delivered
657,2145,56,657,2025-04-24,Delivered
658,2788,93,658,2025-05-12,Delivered
659,5016,67,659,2025-05-17,Cancelled
660,4473,43,660,2026-03-07,Delivered
661,704,51,661,2025-04-16,Delivered
662,207,82,662,2025-06-14,Delivered
663,8609,37,663,2025-12-30,Delivered
664,7301,95,664,2026-07-20,Cancelled
665,8638,6,665,2025-02-24,Delivered
666,8666,80,666,2026-03-24,Shipped
667,3459,83,667,2024-08-27,Cancelled
668,4832,78,668,2025-08-27,Delivered
669,6325,58,669,2025-10-16,Delivered
